"UpdateTimes","SgnYear","CountryCode","Cntrnm","UpdateDate","PlateType","Population","PopGrowthRate","FemaleRatio","UrbanPopulation","UrbanPopRatio","UrbanPopGrowthRate","RuralPopulation","RuralPopRatio","RuralPopGrowthRate"
"1","1992","YEM","也门共和国","","西亚北非","13325.5830","5.1111","49.9445","2939.3570","22.0580","7.7245","10386.2260","77.9420","4.3837"
"2","1992","AFG","阿富汗","2023-11-23","南亚","12057.4330","11.5225","50.0018","2574.8650","21.3550","11.9402","9482.5680","78.6450","11.4094"
"2","1992","ALB","阿尔巴尼亚","2023-11-23","中东欧","3247.0390","-0.6064","49.4346","1209.4900","37.2490","0.8784","2037.5490","62.7510","-1.4775"
"2","1992","ARE","阿拉伯联合酋长国","2023-11-23","西亚北非","2116.2310","5.2307","32.8608","1666.7440","78.7600","5.0455","449.4870","21.2400","5.9204"
"2","1992","ARM","亚美尼亚","2023-11-23","西亚北非","3574.5550","-1.1979","51.7617","2390.5910","66.8780","-1.6037","1183.9640","33.1220","-0.3733"
"2","1992","AZE","阿塞拜疆","2023-11-23","西亚北非","7382.0500","1.5116","51.6883","3922.2310","53.1320","0.9318","3459.8190","46.8680","2.1731"
"2","1992","BGD","孟加拉国","2023-11-23","南亚","111272.1020","1.8405","48.7799","22933.1800","20.6100","3.5681","88338.9220","79.3900","1.3969"
"2","1992","BGR","保加利亚","2023-11-23","中东欧","8540.1640","-1.0739","51.3398","5726.6920","67.0560","-0.5670","2813.4720","32.9440","-2.0976"
"2","1992","BHR","巴林","2023-11-23","西亚北非","554.4700","3.4971","41.4176","490.1400","88.3980","3.5750","64.3300","11.6020","2.9052"
"2","1992","BIH","波斯尼亚和黑塞哥维那","2023-11-23","中东欧","4275.7300","-5.1653","50.6699","1705.4600","39.8870","-4.3876","2570.2700","60.1130","-5.6780"
"2","1992","BLR","白俄罗斯","2023-11-23","中东欧","10216.4700","0.2197","53.1962","6821.1280","66.7660","0.8085","3395.3420","33.2340","-0.9529"
"2","1992","BRN","文莱达鲁萨兰国","2023-11-23","东南亚","277.4160","2.7615","46.6491","186.0850","67.0780","3.4993","91.3310","32.9220","1.2749"
"2","1992","BTN","不丹","2023-11-23","南亚","545.9440","-3.9094","48.0254","98.0620","17.9620","0.6517","447.8820","82.0380","-4.8809"
"2","1992","CHN","中国","2023-11-23","东亚","1164970.0000","1.2255","49.0100","328521.5400","28.2000","4.4251","836448.4600","71.8000","-0.0036"
"2","1992","CZE","捷克共和国","2023-11-23","中东欧","10319.1230","0.1022","51.4456","7742.4380","75.0300","-0.0682","2576.6850","24.9700","0.6162"
"2","1992","EGY","阿拉伯埃及共和国","2023-11-23","西亚北非","59989.1420","2.3241","49.5312","25922.5080","43.2120","2.0168","34066.6340","56.7880","2.5585"
"2","1992","EST","爱沙尼亚","2023-11-23","中东欧","1533.0910","-1.8242","53.2560","1086.3480","70.8600","-2.0863","446.7430","29.1400","-1.1838"
"2","1992","GEO","格鲁吉亚","2023-11-23","西亚北非","4873.5000","0.7745","53.1876","2658.9330","54.5590","0.3356","2214.5670","45.4410","1.3041"
"2","1992","HRV","克罗地亚","2023-11-23","中东欧","4575.8180","-2.4439","51.7110","2360.5730","51.5880","-1.9951","2215.2450","48.4120","-2.9199"
"2","1992","HUN","匈牙利","2023-11-23","中东欧","10369.3410","-0.0391","52.0665","6800.9400","65.5870","-0.2311","3568.4010","34.4130","0.3277"
"2","1992","IDN","印度尼西亚","2023-11-23","东南亚","188558.4160","1.7101","49.7968","61664.2590","32.7030","5.1000","126894.1570","67.2970","0.1034"
"2","1992","IND","印度","2023-11-23","南亚","907574.0490","2.0743","48.3187","235824.0410","25.9840","2.8703","671750.0080","74.0160","1.7964"
"2","1992","IRN","伊朗伊斯兰共和国","2023-11-23","西亚北非","59372.0160","2.3537","49.0557","34229.7480","57.6530","3.7299","25142.2680","42.3470","0.5100"
"2","1992","IRQ","伊拉克","2023-11-23","西亚北非","18385.6730","2.9771","50.6359","12748.0740","69.3370","2.7107","5637.5990","30.6630","3.5823"
"2","1992","ISR","以色列","2023-11-23","西亚北非","5123.0000","3.4555","50.7864","4639.6450","90.5650","3.5682","483.3550","9.4350","2.3802"
"2","1992","JOR","约旦","2023-11-23","西亚北非","3866.8870","5.3245","48.1392","2922.8250","75.5860","6.8322","944.0620","24.4140","0.7960"
"2","1992","JPN","日本","2023-11-23","东亚","124425.0000","0.3712","50.8356","96566.2430","77.6100","0.5479","27858.7570","22.3900","-0.2388"
"2","1992","KAZ","哈萨克斯坦","2023-11-23","中亚","16439.0950","-0.0767","51.8572","9219.5380","56.0830","-0.2406","7219.5570","43.9170","0.1330"
"2","1992","KGZ","吉尔吉斯斯坦","2023-11-23","中亚","4515.4000","1.1538","51.6329","1679.8640","37.2030","0.3853","2835.5360","62.7970","1.6119"
"2","1992","KHM","柬埔寨","2023-11-23","东南亚","9718.2150","4.8367","51.7039","1577.6550","16.2340","6.9973","8140.5600","83.7660","4.4233"
"2","1992","KOR","大韩民国","2023-11-23","东亚","43747.9620","1.0392","49.7697","33169.7050","75.8200","2.1639","10578.2570","24.1800","-2.4078"
"2","1992","KWT","科威特","2023-11-23","西亚北非","1620.6330","19.0520","44.5673","1588.2530","98.0020","19.0664","32.3800","1.9980","18.3521"
"2","1992","LAO","老挝","2023-11-23","东南亚","4561.1060","2.7536","49.9205","735.8430","16.1330","4.9532","3825.2630","83.8670","2.3360"
"2","1992","LBN","黎巴嫩","2023-11-23","西亚北非","3745.4070","2.1229","50.7852","3139.3250","83.8180","2.5365","606.0820","16.1820","0.0073"
"2","1992","LKA","斯里兰卡","2023-11-23","南亚","17624.4570","1.1864","49.6877","3261.2300","18.5040","1.1000","14363.2270","81.4960","1.2060"
"2","1992","LTU","立陶宛","2023-11-23","中东欧","3700.1140","-0.1086","53.0318","2496.2450","67.4640","-0.1960","1203.8690","32.5360","0.0729"
"2","1992","LVA","拉脱维亚","2023-11-23","中东欧","2614.3380","-1.3768","53.8987","1800.0240","68.8520","-1.8824","814.3140","31.1480","-0.2500"
"2","1992","MDA","摩尔多瓦","2023-11-23","中东欧","2975.6210","0.0811","52.9917","1385.8950","46.5750","-0.1206","1589.7260","53.4250","0.2572"
"2","1992","MDV","马尔代夫","2023-11-23","南亚","239.1360","2.9649","48.1835","61.4890","25.7130","2.7201","177.6470","74.2870","3.0497"
"2","1992","MKD","北马其顿","2023-11-23","中东欧","2018.0230","-0.9206","49.2845","1185.8710","58.7640","-0.0146","832.1520","41.2360","-2.1976"
"2","1992","MMR","缅甸","2023-11-23","东南亚","41237.8130","1.3606","49.8906","10553.9930","25.5930","2.0467","30683.8200","74.4070","1.1257"
"2","1992","MNE","黑山","2023-11-23","中东欧","608.5160","0.2321","51.0371","305.5850","50.2180","2.3515","302.9310","49.7820","-1.8612"
"2","1992","MNG","蒙古","2023-11-23","东亚","2236.4940","1.6417","50.2584","1273.5040","56.9420","1.5627","962.9900","43.0580","1.7463"
"2","1992","MYS","马来西亚","2023-11-23","东南亚","18526.7080","2.7872","49.3472","9599.4280","51.8140","5.2055","8927.2800","48.1860","0.2504"
"2","1992","NPL","尼泊尔","2023-11-23","南亚","20702.1330","2.7987","49.1484","1983.6780","9.5820","7.0845","18718.4550","90.4180","2.3551"
"2","1992","OMN","阿曼","2023-11-23","西亚北非","1985.2270","4.6416","41.8297","1378.6810","69.4470","7.0477","606.5460","30.5530","-0.6213"
"2","1992","PAK","巴基斯坦","2023-11-23","南亚","122375.1790","2.6259","48.2010","38030.5340","31.0770","3.4368","84344.6450","68.9230","2.2624"
"2","1992","PHL","菲律宾","2023-11-23","东南亚","64543.5250","2.3574","49.5634","30216.0510","46.8150","2.1739","34327.4740","53.1850","2.5193"
"2","1992","POL","波兰","2023-11-23","中东欧","38363.6670","0.3067","51.3249","23539.5620","61.3590","0.3784","14824.1050","38.6410","0.1929"
"2","1992","PRK","朝鲜民主主义人民共和国","2023-11-23","东亚","21439.9910","1.5249","51.5623","12580.7720","58.6790","1.7774","8859.2190","41.3210","1.1674"
"2","1992","PSE","约旦河西岸和加沙","2023-11-23","西亚北非","2163.5910","4.4779","49.7340","1486.9500","68.7260","5.2184","676.6410","31.2740","2.8696"
"2","1992","QAT","卡塔尔","2023-11-23","西亚北非","471.2930","3.1922","32.8250","441.8980","93.7630","3.6968","29.3950","6.2370","-4.1025"
"2","1992","ROU","罗马尼亚","2023-11-23","中东欧","22794.2840","-0.9035","51.2134","12360.6560","54.2270","-0.3543","10433.6280","45.7730","-1.5502"
"2","1992","RUS","俄罗斯联邦","2023-11-23","俄罗斯","148538.1970","0.0970","53.1040","109004.7560","73.3850","0.0915","39533.4410","26.6150","0.1120"
"2","1992","SAU","沙特阿拉伯","2023-11-23","西亚北非","17281.3500","3.6961","42.8811","13453.7040","77.8510","4.5060","3827.6460","22.1490","0.9002"
"2","1992","SGP","新加坡","2023-11-23","东南亚","3230.6980","3.0043","49.6943","3230.6980","100.0000","3.0043","0.0000","0.0000",""
"2","1992","SRB","塞尔维亚","2023-11-23","中东欧","7646.4240","0.6664","51.5450","3898.2230","50.9810","1.1087","3748.2010","49.0190","0.2085"
"2","1992","SVK","斯洛伐克共和国","2023-11-23","中东欧","5305.0160","0.0325","51.2284","3008.9520","56.7190","-0.0750","2296.0640","43.2810","0.1735"
"2","1992","SVN","斯洛文尼亚","2023-11-23","中东欧","1996.4980","-0.1467","51.7153","1009.0900","50.5430","-0.0953","987.4080","49.4570","-0.1992"
"2","1992","SYR","阿拉伯叙利亚共和国","2023-11-23","西亚北非","13156.4060","2.8849","49.3019","6492.2920","49.3470","3.3073","6664.1140","50.6530","2.4751"
"2","1992","THA","泰国","2023-11-23","东南亚","56939.0200","1.4847","50.1451","16946.7610","29.7630","2.0576","39992.2590","70.2370","1.2430"
"2","1992","TJK","塔吉克斯坦","2023-11-23","中亚","5656.2080","1.7820","50.7723","1726.6710","30.5270","-0.0455","3929.5370","69.4730","2.5957"
"2","1992","TKM","土库曼斯坦","2023-11-23","中亚","3926.3690","2.6998","50.9776","1763.0970","44.9040","2.5085","2163.2720","55.0960","2.8560"
"2","1992","TLS","东帝汶","2023-11-23","东南亚","783.7050","1.4200","47.9478","168.8100","21.5400","2.9401","614.8950","78.4600","1.0067"
"2","1992","TUR","土耳其","2023-11-23","西亚北非","56302.0370","1.7575","49.5982","34072.8670","60.5180","2.6571","22229.1700","39.4820","0.3941"
"2","1992","UKR","乌克兰","2023-11-23","中东欧","52150.4000","0.2879","53.6759","34854.7200","66.8350","0.3462","17295.6800","33.1650","0.1703"
"2","1992","UZB","乌兹别克斯坦","2023-11-23","中亚","21449.0000","2.3444","49.8838","9074.6430","42.3080","3.4663","12374.3570","57.6920","1.5296"
"2","1992","VNM","越南","2023-11-23","东南亚","69788.7470","2.0702","51.1578","14659.8240","21.0060","3.8812","55128.9230","78.9940","1.5941"
"2","1992","YEM","也门共和国","2023-11-23","西亚北非","14433.7710","3.7980","49.8011","3183.8010","22.0580","6.4115","11249.9700","77.9420","3.0707"
"3","1992","AFG","阿富汗","2024-11-07","南亚","12057.4330","11.5225","50.0018","2574.8650","21.3550","11.9402","9482.5680","78.6450","11.4094"
"3","1992","ALB","阿尔巴尼亚","2024-11-07","中东欧","3247.0390","-0.6064","49.4346","1209.4900","37.2490","0.8784","2037.5490","62.7510","-1.4775"
"3","1992","ARE","阿拉伯联合酋长国","2024-11-07","西亚北非","2116.2310","5.2307","32.8608","1666.7440","78.7600","5.0455","449.4870","21.2400","5.9204"
"3","1992","ARM","亚美尼亚","2024-11-07","西亚北非","3574.5550","-1.1979","51.7617","2390.5910","66.8780","-1.6037","1183.9640","33.1220","-0.3733"
"3","1992","AZE","阿塞拜疆","2024-11-07","西亚北非","7382.0500","1.5116","51.6883","3922.2310","53.1320","0.9318","3459.8190","46.8680","2.1731"
"3","1992","BGD","孟加拉国","2024-11-07","南亚","111272.1020","1.8405","48.7799","22933.1800","20.6100","3.5681","88338.9220","79.3900","1.3969"
"3","1992","BGR","保加利亚","2024-11-07","中东欧","8540.1640","-1.0739","51.3398","5726.6920","67.0560","-0.5670","2813.4720","32.9440","-2.0976"
"3","1992","BHR","巴林","2024-11-07","西亚北非","554.4700","3.4971","41.4176","490.1400","88.3980","3.5750","64.3300","11.6020","2.9052"
"3","1992","BIH","波斯尼亚和黑塞哥维那","2024-11-07","中东欧","4275.7300","-5.1653","50.6699","1705.4600","39.8870","-4.3876","2570.2700","60.1130","-5.6780"
"3","1992","BLR","白俄罗斯","2024-11-07","中东欧","10216.4700","0.2197","53.1962","6821.1280","66.7660","0.8085","3395.3420","33.2340","-0.9529"
"3","1992","BRN","文莱达鲁萨兰国","2024-11-07","东南亚","277.4160","2.7615","46.6491","186.0850","67.0780","3.4993","91.3310","32.9220","1.2749"
"3","1992","BTN","不丹","2024-11-07","南亚","545.9440","-3.9094","48.0254","98.0620","17.9620","0.6517","447.8820","82.0380","-4.8809"
"3","1992","CHN","中国","2024-11-07","东亚","1164970.0000","1.2255","49.0100","328521.5400","28.2000","4.4251","836448.4600","71.8000","-0.0036"
"3","1992","CZE","捷克共和国","2024-11-07","中东欧","10319.1230","0.1022","51.4456","7742.4380","75.0300","-0.0682","2576.6850","24.9700","0.6162"
"3","1992","EGY","阿拉伯埃及共和国","2024-11-07","西亚北非","59989.1420","2.3241","49.5312","25922.5080","43.2120","2.0168","34066.6340","56.7880","2.5585"
"3","1992","EST","爱沙尼亚","2024-11-07","中东欧","1533.0910","-1.8242","53.2560","1086.3480","70.8600","-2.0863","446.7430","29.1400","-1.1838"
"3","1992","GEO","格鲁吉亚","2024-11-07","西亚北非","4873.5000","0.7745","53.1876","2658.9330","54.5590","0.3356","2214.5670","45.4410","1.3041"
"3","1992","HRV","克罗地亚","2024-11-07","中东欧","4575.8180","-2.4439","51.7110","2360.5730","51.5880","-1.9951","2215.2450","48.4120","-2.9199"
"3","1992","HUN","匈牙利","2024-11-07","中东欧","10369.3410","-0.0391","52.0665","6800.9400","65.5870","-0.2311","3568.4010","34.4130","0.3277"
"3","1992","IDN","印度尼西亚","2024-11-07","东南亚","188558.4160","1.7101","49.7968","61664.2590","32.7030","5.1000","126894.1570","67.2970","0.1034"
"3","1992","IND","印度","2024-11-07","南亚","907574.0490","2.0743","48.3187","235824.0410","25.9840","2.8703","671750.0080","74.0160","1.7964"
"3","1992","IRN","伊朗伊斯兰共和国","2024-11-07","西亚北非","59372.0160","2.3537","49.0557","34229.7480","57.6530","3.7299","25142.2680","42.3470","0.5100"
"3","1992","IRQ","伊拉克","2024-11-07","西亚北非","18385.6730","2.9771","50.6359","12748.0740","69.3370","2.7107","5637.5990","30.6630","3.5823"
"3","1992","ISR","以色列","2024-11-07","西亚北非","5123.0000","3.4555","50.7864","4639.6450","90.5650","3.5682","483.3550","9.4350","2.3802"
"3","1992","JOR","约旦","2024-11-07","西亚北非","3866.8870","5.3245","48.1392","2922.8250","75.5860","6.8322","944.0620","24.4140","0.7960"
"3","1992","JPN","日本","2024-11-07","东亚","124425.0000","0.3712","50.8356","96566.2430","77.6100","0.5479","27858.7570","22.3900","-0.2388"
"3","1992","KAZ","哈萨克斯坦","2024-11-07","中亚","16439.0950","-0.0767","51.8572","9219.5380","56.0830","-0.2406","7219.5570","43.9170","0.1330"
"3","1992","KGZ","吉尔吉斯斯坦","2024-11-07","中亚","4515.4000","1.1538","51.6329","1679.8640","37.2030","0.3853","2835.5360","62.7970","1.6119"
"3","1992","KHM","柬埔寨","2024-11-07","东南亚","9718.2150","4.8367","51.7039","1577.6550","16.2340","6.9973","8140.5600","83.7660","4.4233"
"3","1992","KOR","大韩民国","2024-11-07","东亚","43747.9620","1.0392","49.7697","33169.7050","75.8200","2.1639","10578.2570","24.1800","-2.4078"
"3","1992","KWT","科威特","2024-11-07","西亚北非","1620.6330","19.0520","44.5673","1588.2530","98.0020","19.0664","32.3800","1.9980","18.3521"
"3","1992","LAO","老挝","2024-11-07","东南亚","4561.1060","2.7536","49.9205","735.8430","16.1330","4.9532","3825.2630","83.8670","2.3360"
"3","1992","LBN","黎巴嫩","2024-11-07","西亚北非","3745.4070","2.1229","50.7852","3139.3250","83.8180","2.5365","606.0820","16.1820","0.0073"
"3","1992","LKA","斯里兰卡","2024-11-07","南亚","17624.4570","1.1864","49.6877","3261.2300","18.5040","1.1000","14363.2270","81.4960","1.2060"
"3","1992","LTU","立陶宛","2024-11-07","中东欧","3700.1140","-0.1086","53.0318","2496.2450","67.4640","-0.1960","1203.8690","32.5360","0.0729"
"3","1992","LVA","拉脱维亚","2024-11-07","中东欧","2614.3380","-1.3768","53.8987","1800.0240","68.8520","-1.8824","814.3140","31.1480","-0.2500"
"3","1992","MDA","摩尔多瓦","2024-11-07","中东欧","2975.6210","0.0811","52.9917","1385.8950","46.5750","-0.1206","1589.7260","53.4250","0.2572"
"3","1992","MDV","马尔代夫","2024-11-07","南亚","239.1360","2.9649","48.1835","61.4890","25.7130","2.7201","177.6470","74.2870","3.0497"
"3","1992","MKD","北马其顿","2024-11-07","中东欧","2018.0230","-0.9206","49.2845","1185.8710","58.7640","-0.0146","832.1520","41.2360","-2.1976"
"3","1992","MMR","缅甸","2024-11-07","东南亚","41237.8130","1.3606","49.8906","10553.9930","25.5930","2.0467","30683.8200","74.4070","1.1257"
"3","1992","MNE","黑山","2024-11-07","中东欧","608.5160","0.2321","51.0371","305.5850","50.2180","2.3515","302.9310","49.7820","-1.8612"
"3","1992","MNG","蒙古","2024-11-07","东亚","2236.4940","1.6417","50.2584","1273.5040","56.9420","1.5627","962.9900","43.0580","1.7463"
"3","1992","MYS","马来西亚","2024-11-07","东南亚","18526.7080","2.7872","49.3472","9599.4280","51.8140","5.2055","8927.2800","48.1860","0.2504"
"3","1992","NPL","尼泊尔","2024-11-07","南亚","20702.1330","2.7987","49.1484","1983.6780","9.5820","7.0845","18718.4550","90.4180","2.3551"
"3","1992","OMN","阿曼","2024-11-07","西亚北非","1985.2270","4.6416","41.8297","1378.6810","69.4470","7.0477","606.5460","30.5530","-0.6213"
"3","1992","PAK","巴基斯坦","2024-11-07","南亚","122375.1790","2.6259","48.2010","38030.5340","31.0770","3.4368","84344.6450","68.9230","2.2624"
"3","1992","PHL","菲律宾","2024-11-07","东南亚","64543.5250","2.3574","49.5634","30216.0510","46.8150","2.1739","34327.4740","53.1850","2.5193"
"3","1992","POL","波兰","2024-11-07","中东欧","38363.6670","0.3067","51.3249","23539.5620","61.3590","0.3784","14824.1050","38.6410","0.1929"
"3","1992","PRK","朝鲜民主主义人民共和国","2024-11-07","东亚","21439.9910","1.5249","51.5623","12580.7720","58.6790","1.7774","8859.2190","41.3210","1.1674"
"3","1992","PSE","约旦河西岸和加沙","2024-11-07","西亚北非","2163.5910","4.4779","49.7340","1486.9500","68.7260","5.2184","676.6410","31.2740","2.8696"
"3","1992","QAT","卡塔尔","2024-11-07","西亚北非","471.2930","3.1922","32.8250","441.8980","93.7630","3.6968","29.3950","6.2370","-4.1025"
"3","1992","ROU","罗马尼亚","2024-11-07","中东欧","22794.2840","-0.9035","51.2134","12360.6560","54.2270","-0.3543","10433.6280","45.7730","-1.5502"
"3","1992","RUS","俄罗斯联邦","2024-11-07","俄罗斯","148538.1970","0.0970","53.1040","109004.7560","73.3850","0.0915","39533.4410","26.6150","0.1120"
"3","1992","SAU","沙特阿拉伯","2024-11-07","西亚北非","17281.3500","3.6961","42.8811","13453.7040","77.8510","4.5060","3827.6460","22.1490","0.9002"
"3","1992","SGP","新加坡","2024-11-07","东南亚","3230.6980","3.0043","49.6943","3230.6980","100.0000","3.0043","0.0000","0.0000",""
"3","1992","SRB","塞尔维亚","2024-11-07","中东欧","7646.4240","0.6664","51.5450","3898.2230","50.9810","1.1087","3748.2010","49.0190","0.2085"
"3","1992","SVK","斯洛伐克共和国","2024-11-07","中东欧","5305.0160","0.0325","51.2284","3008.9520","56.7190","-0.0750","2296.0640","43.2810","0.1735"
"3","1992","SVN","斯洛文尼亚","2024-11-07","中东欧","1996.4980","-0.1467","51.7153","1009.0900","50.5430","-0.0953","987.4080","49.4570","-0.1992"
"3","1992","SYR","阿拉伯叙利亚共和国","2024-11-07","西亚北非","13156.4060","2.8849","49.3019","6492.2920","49.3470","3.3073","6664.1140","50.6530","2.4751"
"3","1992","THA","泰国","2024-11-07","东南亚","56939.0200","1.4847","50.1451","16946.7610","29.7630","2.0576","39992.2590","70.2370","1.2430"
"3","1992","TJK","塔吉克斯坦","2024-11-07","中亚","5656.2080","1.7820","50.7723","1726.6710","30.5270","-0.0455","3929.5370","69.4730","2.5957"
"3","1992","TKM","土库曼斯坦","2024-11-07","中亚","3926.3690","2.6998","50.9776","1763.0970","44.9040","2.5085","2163.2720","55.0960","2.8560"
"3","1992","TLS","东帝汶","2024-11-07","东南亚","783.7050","1.4200","47.9478","168.8100","21.5400","2.9401","614.8950","78.4600","1.0067"
"3","1992","TUR","土耳其","2024-11-07","西亚北非","56302.0370","1.7575","49.5982","34072.8670","60.5180","2.6571","22229.1700","39.4820","0.3941"
"3","1992","UKR","乌克兰","2024-11-07","中东欧","52150.4000","0.2879","53.6759","34854.7200","66.8350","0.3462","17295.6800","33.1650","0.1703"
"3","1992","UZB","乌兹别克斯坦","2024-11-07","中亚","21449.0000","2.3444","49.8838","9074.6430","42.3080","3.4663","12374.3570","57.6920","1.5296"
"3","1992","VNM","越南","2024-11-07","东南亚","69788.7470","2.0702","51.1578","14659.8240","21.0060","3.8812","55128.9230","78.9940","1.5941"
"3","1992","YEM","也门共和国","2024-11-07","西亚北非","14433.7710","3.7980","49.8011","3183.8010","22.0580","6.4115","11249.9700","77.9420","3.0707"
"1","1993","AFG","阿富汗","","南亚","15095.0990","7.6654","48.3654","2893.7300","19.1700","9.1792","12201.3690","80.8300","7.3098"
"1","1993","ALB","阿尔巴尼亚","","中东欧","3227.2870","-0.6102","50.1264","1219.8820","37.7990","0.8555","2007.4050","62.2010","-1.4905"
"1","1993","ARE","阿拉伯联合酋长国","","西亚北非","2207.4050","5.6263","33.6401","1735.3290","78.6140","5.4407","472.0760","21.3860","6.3114"
"1","1993","ARM","亚美尼亚","","西亚北非","3363.0980","-2.3425","52.1146","2240.0250","66.6060","-2.7501","1123.0730","33.3940","-1.5247"
"1","1993","AZE","阿塞拜疆","","西亚北非","7495.0000","1.5192","51.0109","3959.1590","52.8240","0.9378","3535.8410","47.1760","2.1742"
"1","1993","BGD","孟加拉国","","南亚","113695.1390","2.1993","48.9179","23837.3230","20.9660","3.9119","89857.8160","79.0340","1.7499"
"1","1993","BGR","保加利亚","","中东欧","8472.3130","-0.7977","50.8947","5704.4080","67.3300","-0.3899","2767.9050","32.6700","-1.6329"
"1","1993","BHR","巴林","","西亚北非","536.2130","2.4784","42.2211","473.9850","88.3950","2.4750","62.2280","11.6050","2.5043"
"1","1993","BIH","波斯尼亚和黑塞哥维那","","中东欧","4087.9990","-3.6308","50.0905","1612.8380","39.4530","-3.6841","2475.1610","60.5470","-3.5961"
"1","1993","BLR","白俄罗斯","","中东欧","10239.0000","0.2249","53.0919","6876.0000","67.1550","0.8058","3363.0000","32.8450","-0.9525"
"1","1993","BRN","文莱达鲁萨兰国","","东南亚","281.7510","2.8031","47.2109","190.4750","67.6040","3.5841","91.2760","32.3960","1.1925"
"1","1993","BTN","不丹","","南亚","523.1170","-1.5945","48.3459","98.2990","18.7910","2.9170","424.8180","81.2090","-2.6101"
"1","1993","CHN","中国","","东亚","1178440.0000","1.1496","48.6570","342961.3930","29.1030","4.3015","835478.6070","70.8970","-0.1160"
"1","1993","CZE","捷克共和国","","中东欧","10329.8550","0.1039","51.4309","7737.1650","74.9010","-0.0681","2592.6900","25.0990","0.6192"
"1","1993","EGY","阿拉伯埃及共和国","","西亚北非","61275.6010","2.0445","49.7522","26396.9160","43.0790","1.7362","34878.6850","56.9210","2.2784"
"1","1993","EST","爱沙尼亚","","中东欧","1494.1280","-2.5743","53.5457","1055.9600","70.6740","-2.8371","438.1680","29.3260","-1.9381"
"1","1993","GEO","格鲁吉亚","","西亚北非","4911.1000","0.7686","52.4678","2667.7100","54.3200","0.3296","2243.3900","45.6800","1.2931"
"1","1993","HRV","克罗地亚","","中东欧","4640.0000","3.7326","51.5572","2534.0900","54.6140","3.9874","2105.9100","45.3860","3.4268"
"1","1993","HUN","匈牙利","","中东欧","10357.5230","-0.1140","52.1181","6780.1380","65.4610","-0.3063","3577.3850","34.5390","0.2514"
"1","1993","IDN","印度尼西亚","","东南亚","190879.5230","1.6445","49.8921","64532.5490","33.8080","4.9676","126346.9740","66.1920","-0.0111"
"1","1993","IND","印度","","南亚","924057.8170","1.9712","48.2349","242019.9830","26.1910","2.7647","682037.8340","73.8090","1.6911"
"1","1993","IRN","伊朗伊斯兰共和国","","西亚北非","58991.2180","1.2460","49.1925","34521.0710","58.5190","2.7369","24470.1470","41.4810","-0.8202"
"1","1993","IRQ","伊拉克","","西亚北非","19011.9170","2.9558","49.5405","13147.1210","69.1520","2.6886","5864.7960","30.8480","3.5573"
"1","1993","ISR","以色列","","西亚北非","5261.0000","2.6581","50.4225","4769.9380","90.6660","2.7695","491.0620","9.3340","1.5819"
"1","1993","JOR","约旦","","西亚北非","4189.4310","5.4253","47.4289","3212.4560","76.6800","6.8623","976.9750","23.3200","0.8407"
"1","1993","JPN","日本","","东亚","124536.0000","0.2468","50.9785","96821.7590","77.7460","0.4219","27714.2410","22.2540","-0.3624"
"1","1993","KAZ","哈萨克斯坦","","中亚","16330.4190","-0.6633","51.6107","9143.7280","55.9920","-0.8257","7186.6910","44.0080","-0.4563"
"1","1993","KGZ","吉尔吉斯斯坦","","中亚","4516.7000","0.0288","50.8983","1667.4750","36.9180","-0.7402","2849.2250","63.0820","0.4816"
"1","1993","KHM","柬埔寨","","东南亚","9968.2750","3.5407","51.5242","1653.4380","16.5870","5.6919","8314.8370","83.4130","3.1184"
"1","1993","KOR","大韩民国","","东亚","44194.6280","1.0158","49.9249","33872.9730","76.6450","2.0980","10321.6550","23.3550","-2.4557"
"1","1993","KWT","科威特","","西亚北非","","","44.0644","","98.0160","","","1.9840",""
"1","1993","LAO","老挝","","东南亚","4623.2800","2.6502","50.0937","762.3790","16.4900","4.8390","3860.9010","83.5100","2.2236"
"1","1993","LBN","黎巴嫩","","西亚北非","2900.8540","2.7608","50.4990","2441.2720","84.1570","3.1645","459.5820","15.8430","0.6435"
"1","1993","LKA","斯里兰卡","","南亚","17728.0000","1.1574","49.6666","3284.8210","18.5290","1.0926","14443.1790","81.4710","1.1721"
"1","1993","LTU","立陶宛","","中东欧","3682.6130","-0.4741","52.7705","2482.2280","67.4040","-0.5631","1200.3850","32.5960","-0.2898"
"1","1993","LVA","拉脱维亚","","中东欧","2563.2900","-1.9719","53.7135","1763.5180","68.7990","-2.0489","799.7720","31.2010","-1.8019"
"1","1993","MDA","摩尔多瓦","","中东欧","3701.0000","-0.1350","52.2732","1720.2620","46.4810","-0.3371","1980.7380","53.5190","0.0408"
"1","1993","MDV","马尔代夫","","南亚","242.0000","3.3617","49.1901","62.0710","25.6490","3.1138","179.9290","74.3510","3.4473"
"1","1993","MKD","北马其顿","","中东欧","1984.0280","-0.2331","49.8309","1176.3500","59.2910","0.6596","807.6780","40.7090","-1.5193"
"1","1993","MMR","缅甸","","东南亚","42209.7780","1.1876","50.9925","10588.7450","25.0860","1.9479","31621.0330","74.9140","0.9343"
"1","1993","MNE","黑山","","中东欧","610.1700","0.2714","50.2379","312.8160","51.2670","2.3387","297.3540","48.7330","-1.8582"
"1","1993","MNG","蒙古","","东亚","2263.2000","0.8742","50.5569","1287.6700","56.8960","0.7933","975.5300","43.1040","0.9810"
